"created","id_sensor","type","unit","value"
"2020-08-01T00:00:05.000Z","TN01_W_1","soil_water","m3/m3",0.208
"2020-08-01T00:00:05.000Z","TN01_W_0","soil_water","m3/m3",0.186
"2020-08-01T00:03:05.000Z","TN04_W_1","soil_water","m3/m3",0.157
"2020-08-01T00:03:05.000Z","TN04_W_0","soil_water","m3/m3",0.147
"2020-08-01T00:05:05.000Z","TN06_W_1","soil_water","m3/m3",0.154
"2020-08-01T00:05:05.000Z","TN06_W_0","soil_water","m3/m3",0.136
"2020-08-01T00:06:05.000Z","TN07_W_1","soil_water","m3/m3",0.127
"2020-08-01T00:06:05.000Z","TN07_W_0","soil_water","m3/m3",0.12
"2020-08-01T00:07:05.000Z","TN08_W_1","soil_water","m3/m3",0.143
"2020-08-01T00:07:05.000Z","TN08_W_0","soil_water","m3/m3",0.111
"2020-08-01T00:08:05.000Z","TN09_W_1","soil_water","m3/m3",0.165
"2020-08-01T00:08:05.000Z","TN09_W_0","soil_water","m3/m3",0.205
"2020-08-01T00:15:05.000Z","TN01_W_1","soil_water","m3/m3",0.207
"2020-08-01T00:15:05.000Z","TN01_W_0","soil_water","m3/m3",0.185
"2020-08-01T00:18:05.000Z","TN04_W_0","soil_water","m3/m3",0.147
"2020-08-01T00:18:05.000Z","TN04_W_1","soil_water","m3/m3",0.157
"2020-08-01T00:20:05.000Z","TN06_W_0","soil_water","m3/m3",0.136
"2020-08-01T00:20:05.000Z","TN06_W_1","soil_water","m3/m3",0.154
"2020-08-01T00:21:05.000Z","TN07_W_1","soil_water","m3/m3",0.127
"2020-08-01T00:21:05.000Z","TN07_W_0","soil_water","m3/m3",0.12
"2020-08-01T00:22:05.000Z","TN08_W_1","soil_water","m3/m3",0.143
"2020-08-01T00:22:05.000Z","TN08_W_0","soil_water","m3/m3",0.111
"2020-08-01T00:23:05.000Z","TN09_W_1","soil_water","m3/m3",0.165
"2020-08-01T00:23:05.000Z","TN09_W_0","soil_water","m3/m3",0.205
"2020-08-01T00:30:05.000Z","TN01_W_1","soil_water","m3/m3",0.207
"2020-08-01T00:30:05.000Z","TN01_W_0","soil_water","m3/m3",0.185
